channel,video_id,video_title,publishedAt,comment,neg,neu,pos,compound,search_query
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,Stickers.,0.0,1.0,0.0,0.0,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,1TB is overkill,0.0,1.0,0.0,0.0,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,I ain't even realize apple vision pro is out,0.0,0.8,0.2,0.25,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,Thank You 18:55,0.0,0.444,0.556,0.3612,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,"i actually watch movies with my quest 2, i can only imagine what its like watching them on this",0.0,0.878,0.122,0.3612,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,Jacob R Playing WBNEXUS & WBVITA & WBHOMECONSOLE for BEFORE THE WARNER BROTHERS ACCOUNT IS GONE FOREVER on 2026! 😢Uploaded on September 25 2025,0.12,0.816,0.064,-0.3802,
Marques Brownlee,SaneSRqePVY,Apple Vision Pro Unboxing!,2024-01-30T14:00:32Z,Jacob R Playing Xbox 360 for BEFORE THE XBOX LIVE IS GONE FOREVER on 2025! 😢Uploaded on August 4 2024,0.14,0.785,0.074,-0.3802,
AppleInsider,00nqllaEG6I,"Developer betas, Apple Intelligence, and a lighter Apple Vision Pro on the AppleInsider Podcast",2025-07-11T09:02:20Z,Horrible volume how do you not notice this before you post this online? Good Lord,0.18,0.67,0.149,-0.1531,
AppleInsider,00nqllaEG6I,"Developer betas, Apple Intelligence, and a lighter Apple Vision Pro on the AppleInsider Podcast",2025-07-11T09:02:20Z,Please improve the audio for next time 😅,0.0,0.51,0.49,0.7717,
AppleInsider,00nqllaEG6I,"Developer betas, Apple Intelligence, and a lighter Apple Vision Pro on the AppleInsider Podcast",2025-07-11T09:02:20Z,Low volume! Please remake for better understanding!,0.177,0.337,0.487,0.5696,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Thanks to ESR for sponsoring this video!
Shop ESR Flip Magnetic Case (Pencil Holder): https://amzn.to/4h5QHJy
Shop ESR Rebound Magnetic Keyboard Case:  https://amzn.to/4hdOvzG
Shop ESR Geo Digital Pencil:https://amzn.to/4h509N9",0.0,0.891,0.109,0.4926,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Whoever did audio for this video needs to get fired. sounds like you're talking throgh a pillow,0.171,0.711,0.118,-0.2732,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Video is so quiet,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,can't spell apple inteligence without Intel lol,0.28,0.72,0.0,-0.3252,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Seriously? All the things you show are 2D. You're wearing a 3D display to work in 2D apps?,0.108,0.892,0.0,-0.264,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I still remember twhen the Apple Watch first came out and people called it a failure.  Then it wasn't.  I'm not saying the Vision Pro will become product of the year but it was a chance.  I still have yet to give it a shot but the more videos I see; the more I want one..... if I could afford it.,0.054,0.878,0.067,0.2138,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,👎,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Im using every single day for work, best thing ever",0.0,0.682,0.318,0.6369,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Du bist ja lustig - VisionOS 2.5 ist raus und du berichtest über 2.4…. 😂,0.084,0.749,0.167,0.4404,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"I Love my VisionPro🥽. Since my business is mobile, I have a massive screen while I’m on go for work. Almost every business executive that I talk to, once they see how I use it,  either they immediately order one, or they say that they’re going to buy one. but what everyone says when they see me use it, is “I didn’t know you could do all of that”.  Is amazing how we live in a society where information is readily available yet people still can’t get right answers because everyone has a voice, everyone has a microphone, but not everyone is honest and knowledgeable.",0.031,0.901,0.068,0.6425,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,It’s still just an iPad when you’re wearing a MacBook on your face,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"The problem with the VP is not really the hardware other than people would like a lighter device. It’s the price. The Pro will never be the mass market device. It will be the Vision Air or whatever they call it. The other issue is that so many tech outlets keep talking as if they are discontinuing the device which is not true at all! They’ve been steadily refining the software and I think this WWDC, they will unleash so much more content along with games and PSVR support!",0.052,0.868,0.08,0.4122,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Overpriced and not even made in usa !!!!,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,The audio is terrible.  I barely understand him.,0.307,0.693,0.0,-0.4767,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Waiting for a 2nd gen, mid-tier version that costs 2k and has an integrated battery, plastic finish to reduce cost and weight. That would have my interest.",0.0,0.897,0.103,0.4588,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"I recent bought an Apple Vision Pro… I feel like this device is a glimpse into the future of computing, and at the same time, it is a gateway into the past. I say that because of the ability to turn 2d images into 3d spatial images, loved ones who are gone appear as if they are there with you. I can’t say enough about this device.",0.0,0.855,0.145,0.8658,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Day one owner here and aside from the friction of putting it on and the heft, I do find it still absolutely amazing. I love how Apple keeps improving the software. It is a test bed for the future.",0.0,0.76,0.24,0.9073,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Man I just want more environments 🤨,0.0,0.874,0.126,0.0772,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"können wir uns nicht mehr leisten, 20 % Steuern.... Greetings from EU",0.0,0.797,0.203,0.4215,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,No software update in the world will make the Apple Vision Pro better. It's too heavy. The cable sucks. The ecosystem sucks for the vast majority of the people on this planet. You get a way better PCVR-headset for half the price.,0.141,0.706,0.153,0.1531,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Amazing innovation.,0.0,0.0,1.0,0.7506,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"That new guest mode is more or less what I’ve been waiting for. Not as great as having different accounts, but a big step forward.",0.082,0.918,0.0,-0.284,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I love my Vision Pro,0.0,0.326,0.674,0.7351,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"great vid. I love my AVP and am really excited to check out these updates. I know the thing costs a fortune, but honestly, it's been worth it to me. Once I got a proper headstrap for the weight (I went for the Anapro) this became a device I use daily. I use if for music production. But also for just watching content. I actually dislike watching content on anything else now, unless I am watching with my wife of course. Generally though, I am always reaching first for the AVP to watch something. It is just the best device to consume content, for me.",0.028,0.797,0.175,0.9513,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Kann auch das Mac Book spiegeln?,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"5:51 To clarify: that app doesn’t just appear on your phone. 
You have to download it.",0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"I like Spatial Gallery but it’s odd how people seem for each other for it like there haven’t been similar, far more robust apps from third parties over the past year. 
They’re great. 

I’m not sure why people are so enthused that Apple, specifically, has an app, now.",0.079,0.585,0.337,0.962,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I can’t help but feel that image playground and Genmoji are completely useless.,0.244,0.647,0.109,-0.5089,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"$3500 plus tax, what kid is going to buy this 👎🏼 Lolly gagging do nothing idiots who are out $3500+ 

I wouldn’t buy this thing if it was $350. Maybe $35 and give it away, because I would never use it!",0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Thank you,",0.0,0.286,0.714,0.3612,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"I love my AVP! Use it every day and despite lacking the number of apps available on the Quest, it’s still wins for me.  The quality of image just can’t be beat.  If better and more apps come along, great but it does exactly what I need and wanted for so even if we never get more apps, I’m still happy with my purchase.",0.015,0.785,0.2,0.9285,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,That hat is hilarious,0.0,0.526,0.474,0.4019,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Would love to try it but at $7000 it’s totally unaffordable,0.0,0.794,0.206,0.3818,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Have had mine for 10 months. I wear and use it almost every day. I use it stand alone for media and some apps. Most of the time I’m on either  Mac mini or MacBook Pro. My work productivity is massively improved. Mac virtual display combined with Apple Vision Pro apps make work flow unparalleled.,0.034,0.88,0.086,0.4767,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I use my Vision Pro every day as a monitor for my Mac.,0.0,0.857,0.143,0.25,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"sound is terrible, why?",0.508,0.492,0.0,-0.4767,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I absolutely love the Apple Vision Pro. I mean I know it’s expensive and really just a luxury but it works so amazingly perfect. It’s fun it’s premium. It’s easy to use. I love it. I also love my Meta quest three but to me it’s a different type of product just sitting back watching a movie or TikTok or even checking my work email from this thing in the comfort of bed even is just great Apple continues to improve it,0.0,0.625,0.375,0.9933,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Been using mine every day for over a year now, and I’m still absolutely loving it. From using it for playing my PlayStation five, to scrolling socials while also looking things up in Safari and watching YouTube or any other streaming service, while also handling messages, emails and using the productivity apps on my laptop. This thing is an absolute beast and every update just keeps adding icing onto the cake.",0.0,0.92,0.08,0.7178,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,I want one but lighter and cheaper!!!,0.0,0.748,0.252,0.2561,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Loan me a few quid and I’ll get one 😂,0.107,0.678,0.215,0.4404,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Still seems more an incremental upgrade. Not yet a tool to actually get work done with.,0.0,1.0,0.0,0.0,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,"Man, you need better microphone",0.0,0.58,0.42,0.4404,
AppleInsider,RZkx-7MB85Y,Apple Vision Pro Just Got WAY Better – Massive visionOS 2.4 Update!,2025-04-01T18:32:08Z,Can you do a demo of the MLB TV app in the Vision Pro?,0.0,0.867,0.133,0.25,
AppleInsider,l3WkJWRl8qk,"Celebrating and questioning the Apple Vision Pro after one year, on the AppleInsider Podcast",2025-01-31T09:59:54Z,"Ich bin der Meinung dass es nicht so einfach “zu trennen“ ist. Wobei ich wirtschaftlich abwägen würde ob ich auf einen Tesla verzichten kann. Wenn ich vor der Entscheidung stünde ein neues Elektroauto zu kaufen und es eine wirtschaftlich sinnvolle Alternative zu einem Tesla gäbe, würde ich zur Alternative greifen.
Tesla und Elon sind einfach stärker verknüpft als andere Unternehmen mit deren CEO. Es war schon lange so dass Elon durch sein Verhalten, seine Tweets, Interviews einen sehr großen Teil zum Marketing beigetragen hat. Genau deshalb ist es auch ok eben dies in der Kaufentscheidung zu berücksichtigen.

Ich würde aber andersherum niemanden Verurteilen der sagt „ich trenne das“. Wenn ich seit Jahren mit den Produkten zufrieden war oder mein Geld mit Tesla verdiene ist das vollkommen ok diese Produkte weiter zu kaufen bzw damit Geschäfte zu machen.",0.054,0.916,0.03,-0.6597,
AppleInsider,l3WkJWRl8qk,"Celebrating and questioning the Apple Vision Pro after one year, on the AppleInsider Podcast",2025-01-31T09:59:54Z,"Have had mine for just shy of a year now.  Use it hours everyday for most everything I would use any of my other devises for.  My Apple TV, phone, iPad, MacBook.  Just watched Monster Hunter in 3D and I can’t stress enough while watching it, just how weird it is knowing that this incredible experience exists in the world but no one else I know has any idea. My girlfriend has bad vision and can’t experience it.  It seriously just feels so weird that something so incredible to experience is still so relatively unknown.  Really hoping the cost improves enough that more people can enjoy it.",0.134,0.749,0.117,0.2079,
AppleInsider,l3WkJWRl8qk,"Celebrating and questioning the Apple Vision Pro after one year, on the AppleInsider Podcast",2025-01-31T09:59:54Z,"Way too expensive, especially in Canada. I went into the store and was blown away. Even with only one good eye. Perhaps worth it for those with deep pockets but unattainable to those who live in the real world. It could be revolutionary but needs to be much cheaper, lighter and completely compatible with all gaming platforms. What will happen to Apple and all of its products when Trump tariffs China?",0.0,0.953,0.047,0.34,
AppleInsider,l3WkJWRl8qk,"Celebrating and questioning the Apple Vision Pro after one year, on the AppleInsider Podcast",2025-01-31T09:59:54Z,"If nothing else, it inspired me to go buy a meta quest 3s at a fraction of the cost, and that is truly an interesting experience. Came with the newest Batman game and I’ve been playing that and I love it!",0.052,0.713,0.235,0.8506,
AppleInsider,l3WkJWRl8qk,"Celebrating and questioning the Apple Vision Pro after one year, on the AppleInsider Podcast",2025-01-31T09:59:54Z,"I listen to the rest later, need to post other things.",0.0,1.0,0.0,0.0,
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Meta quest 3s ha piu senso,0.0,0.676,0.324,0.34,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,quindi un prodotto da scafale?  quante volte lo hai usato nella quotidianità?,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Il futuro non è VR, ma AR (non con un visore addosso)",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,bro ti compri il meta quest 3 e scpondi un rene in meno  ma è identico,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Wow! Può fare tutte le cose che fa un meta  quest 3 che costa 3000 euro in meno 🤣 ah no, con il meta quest puoi anche giocare lol",0.0,0.748,0.252,0.8777,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,meglio un Meta Quest3 (costa molto meno) fa le stesse cose in più giocare anche su pc con Virtual Desktop,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Dai jaki EPPPOL non si può sentire 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ 
Ma dire APHOL!?",0.099,0.901,0.0,-0.5093,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Apple Vision Pro è una cagata pazzesca prezzo folle per un nulla cosmico non ci sono contenuti ne niente, costa quanto almeno 4 meta quest 3 che fanno molto più cose e intrattenimento. Indubbiamente la qualità è superiore ma penso che se uno spende 4000 dollari per un visore per poi limitarsi a usare due app di cucina e guardare due video, si mi sembra proprio una cagata e un fallimento",0.0,0.972,0.028,0.25,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Semplice fail perché troppo caro rispetto alla concorrenza che fa quasi le stesse cose , peccato con il loro nome e potenziale potevano renderlo globale",0.127,0.873,0.0,-0.5423,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Io compro il meta quest 3 tra un mese,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,il mio sogno e il vision pro,0.0,0.75,0.25,0.25,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,davero il vision pro e il futuro,0.0,0.75,0.25,0.25,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Ma veramente Apple pensava che un coso simile potesse diventare un successo di massa?
Questi soggetti (Apple) hanno un cervello così staccato dalla realtà?",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,💪🏻💪🏻💪🏻,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"sono trent'anni che cercano di propinarci questi visori, in trent'anni ovviamente sono migliorati, ma ancora troppo costosi, scomodi e di nicchia",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Mohan è scattoso già dal prototipo 😅,0.0,0.783,0.217,0.3612,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"3500€ per un visore, io ho il Meta Quest 3s da 329€ ed è più funzionale",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,e solo un prodotto ecessivamente e inutilmente costoso.,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Ho una domanda, dato che in Italia non è ancora venduto, qualora decidessi di acquistarlo dall'e-commerce apple uk, che tu sappia, ci potrebbero essere problemi in dogana? Grazie mille!!",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"Ma se costa 4 stipendi è normale che la gente comune come noi non li compra, ma è anche un prodotto che allungo andare annoia molto e solo bello e da intrattenimento, ma tutti preferirebbero un telefono per guardare YouTube e utilizzare altre app",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Compratevi come ho fatto io un meta quest 3! Costa 7 volte meno ed è 7 volte meglio. Fidatevi,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Solito discorso: per vedere l’impatto che le nuove tecnologie hanno bisogna aspettare anni e anni.. non uno!,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"""Device fantastico per chi ha problemi di mobilità/tetraplegie... Il setup richiede venga fatto da una persona normodotata."" Steve perdonali, non sanno quel che fanno. Onore in ogni caso a Jaki per aver riportato anche questo fatto.",0.0,0.899,0.101,0.4215,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,https://youtu.be/y3em1YB99no,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"buono solo come investimento per rivenderlo tra una 20ina d' anni a cifre molto alte nel mercato del collezionismo
Ci stò facendo un pensierino solo per quel motivo, nemmeno lo tirerei fuori dalla scatola, sigillato e messo in cantina",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,"I cavolo di video su YouTube, Netflix, film e video vari su varie app e siti web si possono vedere serenamente?!  :)",0.0,0.864,0.136,0.5093,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Insopportabile. Un fastidio come un dito in kulo,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,12:45 un ipovedente che non vede l’ora. ooooh yes Jaki,0.0,0.769,0.231,0.4019,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Ad avere i soldi lo prenderei solo per avere lo schermo enorme like cinema,0.0,0.839,0.161,0.3612,Apple vision pro review
TechDale,R7WYq5QYJ44,APPLE VISION PRO È STATO UN FALLIMENTO?,2025-02-02T12:38:59Z,Si.,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,"E voi che ne pensate? Ma soprattutto, avete già approfittato dello sconto di NORD VPN? https://nordvpn.com/techdale",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,https://youtu.be/y3em1YB99no,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,"Ma se volessi usare il Vision Pro in Italia, per utilizzare e sfruttare appieno app come AppleTv e Disney+ avrei bisogno di un abbonamento ""straniero"" (USA o di un paese dove viene venduto) o posso usare il mio (quindi italiano)? Ci vuole una VPN?",0.0,0.948,0.052,0.3313,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,"Niente, chiunque vedo con questo coso addosso, mi sembra sempre un povero demente😂",0.088,0.737,0.175,0.4404,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,"...La strategia e' sempre la stessa: specchietto per le allodole super cool, Wow effect assicurato, pieno di cose inutili ma di un certo appeal, caro come il fuoco. Si aspettano 2/3 anni e se i ricavi delle vendite hanno raggiunto un certo target ecco che usciranno i modelli degni di una certa considerazione, sviluppati a spese dei primi allocchi che l'hanno comprato e che si ritroveranno tra le mani un oggetto strapagato ma obsoleto.",0.0,0.877,0.123,0.875,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,ma adesso che vi siete resi conto che è una cagata pazzesca non rifai il video? la forza di Apple... dilla ora... abbandonati a se stessi ed a quei 4 f... i che hanno speso quei soldi,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,Ma quante finestre puoi aprire? Perfavore ditemelo,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,"Credo che sarà una figata infinita per le persone normali.
Ma potrà essere una vera svolta per le persone disabili che potranno vedere il mondo potranno dialogare con gli altri tipo una mente eccellentissima come Stephen William Hawking e potranno dare soprattutto alle persone con problemi una svolta per ""tornare"" in vita.
E purtroppo sono un disabile anche io e sogno.",0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,Praticamente è Jarvis,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,in poche parole è come un ibrido quest 2 e quest 3 ma con i costi e l'OS di apple😂,0.066,0.801,0.132,0.4404,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,Girare come dei cognoni  invece di godersi e vivere la vita,0.0,1.0,0.0,0.0,Apple vision pro review
TechDale,hfMMH1yYiok,TUTTA LA VERITÀ SU APPLE VISION PRO.,2024-02-19T17:58:06Z,Preoccupante,0.0,1.0,0.0,0.0,Apple vision pro review
