channel,video_id,video_title,publishedAt,comment,neg,neu,pos,compound
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Costa pochissimo Bro me lo posso comprare 😮,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Ci avviciniamo all'uscita di SAO 🤣,0.0,0.738,0.262,0.4939
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"Con 3500€ mi deve fare da mangiare,pulire casa e guidare al posto mio,chi lo compra e un matto o ha tanti soldi",0.0,0.897,0.103,0.34
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Forza crilin,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Ormai iniziano a stancare le facce da idioti nelle copertine dei video di YouTube ma veramente mi fate schifo. Tra video verticali che il 90% sono cazzate e i video con le faccine idiote YouTube è diventato veramente una fogna,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"Apple Stupid Pro !!! Vivete nel MONDO CHE VI CIRCONDA, vivere in un videogioco non é figo !!!",0.212,0.788,0.0,-0.6776
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Jaki ma Pietro morello non fa più video ??? Perché non li fa da tantissimo,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Bello... nulla da dire... ma andando avanti così saremo tutti obesi e avremo la pigrizia di un ghiro...😕,0.227,0.773,0.0,-0.6486
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Adoro Ready Player One,0.0,0.545,0.455,0.3612
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,La citazione al mio film preferito mi ha fatto molto ridere,0.0,0.806,0.194,0.34
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"Ottima spiegazione… La tecnologia è affascinante anche se dividerà inevitabilmente sempre più le persone. In un futuro distopico popolato tra Eloi e di Morlock (mi riferisco al noto libro della macchina del tempo di H.G. Wells)… verso una visione socio-culturale chiamata Fandom… con AI che trovano soluzioni e risposte facili per ignoranti… una casta ristretta dov’è pochi sono sopra e molti stanno sotto i pochi… coloro che detengono il potere politico o economico… una forbice che grazie alla tecnologia dividerà abbienti e non abbienti, evoluti e capre… Fineco e Conto Banco Posta… Certo che se io avessi un figlio gli consiglierei di studiare il linguaggio del Qubit e programmare così i super computer quantistici… iper specializzarsi in qualcosa che tutti vogliono… come ad esempio sviluppare-adattare programmi Photoshop, AUTOCAD… già ottimizzati per il visore di Apple… quando uscirà questo visore (da Geek convinto), acquisterò di sicuro questo visore per sostituire l’uso del monitor ed integrarlo nel mio ecosistema Apple… Dopotutto reputo questo prodotto un significativo passo verso l’integrazione effettiva dei due mondi reale-virtuale… inoltre essendo detentore di azioni Apple, questo prodotto sicuramente otterrà i favori del mercato dei professionals… e mi ripagherà dell’investimento del visore…",0.009,0.971,0.02,0.4767
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"mi chiedo solo se tutto questo sarà accessibile alla massa in meno di 10 anni, che impatto avrà sulle persone?! Dallo a un 15enne e vediamo se si schioda dal divano
..",0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,semplicemente wow,0.0,0.208,0.792,0.5859
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,In che senso la batteria è esterna ?,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,c'è siri?,0.0,1.0,0.0,0.0
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"La sigla di ready player one  quando mette il ""visore"" semplicemente stupendo",0.0,0.815,0.185,0.3612
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,"Alla fine del video ho pensato una cosa. Immaginate una persona costretta in un letto per tutta la vita, a causa di una malattia, che però può letteralmente viaggiare in tutto il mondo con questo visore in testa. Immaginate la portata di questa cosa su quella mente. Io credo che il massimo beneficio lo si otterrà fra tantissimi anni ancora in campo medico. Magari quel visore potrà persino arrivare a prevenire alcune malattie oculari o cerebrali. Lo so, sono avanti con l'immaginazione, ma penso che un giorno ci arriveremo davvero.",0.0,0.98,0.02,0.2023
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,Wow,0.0,0.0,1.0,0.5859
TechDale,JgGjY_zLFGM,UN SALTO NEL FUTURO: Apple Vision Pro e la NUOVA REALTÀ,2023-08-19T09:45:37Z,https://youtu.be/PAXGU11FeAk,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I would like to see a cheaper price,0.0,0.737,0.263,0.3612
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,You forgot multiple monitors for Mac.,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,12:28 eyes review from Marques,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,the writing in your videos is so engaging,0.0,0.692,0.308,0.4795
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"I saw an app for immersive videos called ""NOC NOK"", featuring pretty girls. It's quite nice.",0.0,0.69,0.31,0.7425
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Every single video featuring Marques’ identical twin is 🔥!,0.252,0.748,0.0,-0.4003
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,It would be really cool to see like texture packs or lighting packs for the world. Like making the world have a filter on it that makes things look for example like a particular art style or color accent or just like a redesigned space of virtual objects.,0.0,0.773,0.227,0.8908
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"Hi there has anyone out there had their solo knitted band fail.
On mine one of the metal buckles has failed, the two halves have separated and the sprung lock has come loose. It is now totally unusable.
After weeks of giving me the runaround and insisting I send my entire Visi9n pro back for them to check it out before perhaps returning it after several weeks I am in a quandary.
What do I do.?
In my opinion it is a design flaw.
Steve",0.098,0.876,0.026,-0.7717
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"Shared experiences type 1 is already available 
You did that yourself with Cleo and that sick F1 car in front of you!!!",0.157,0.753,0.09,-0.4168
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Has anyone seen the Visor's ? I would like to get an accurate view of it,0.0,0.857,0.143,0.3612
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,You bet it is missing something: a reasonable price.,0.216,0.784,0.0,-0.296
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Hello. Do you happend to know if its possible to transfer video files from a macbook or ipad to the vision pro and visa versa?,0.0,0.923,0.077,0.25
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,It’ll be cool if the Vision Pro have a bundle of peripheral AR Headsets where the Vision Pro acts as the host playing a movie through airplay. That way families and friends can enjoy movies games and tv shows at the same time. Just take out the cameras,0.0,0.745,0.255,0.9081
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I think you can get that using the app immersed I think,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Apple likes to wait to make everything an extra charge or level up cost,0.0,0.823,0.177,0.4215
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,To me the beacon idea is overly complicated. Just allow saved window configurations that you label ‘Home’ or ‘Work’. That seems much easier than geotagging window configurations,0.0,0.762,0.238,0.7579
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"Would you want it to scan and recognise your feet/shoes? That might be difficult since you'll have multiple pairs of shoes, but it might improve safety if people are going to be wearing these a lot outside or going up and down stairs.",0.035,0.789,0.176,0.7876
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"So the first problem is literally an explanation of autism

Source: me, a dude with autism",0.165,0.835,0.0,-0.4522
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,You need to get your hands on Frame by Brilliant labs!!!,0.0,0.681,0.319,0.6884
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Watching this on 163inch 4K screen and thinking hmmm 🤔 Vision Pro - yes? No?,0.0,0.735,0.265,0.6199
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,The idea of sharing a virtual object or environment with the Vision Pro was exactly what I was expecting Apple to play in to. “The ecosystem” is like their whole thing.,0.0,0.736,0.264,0.8271
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"that thing is so great, nothing has been said, in 2 months.",0.0,0.677,0.323,0.7384
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"I’m trying to figure out why I need this , I’m a lover of tech etc I have VR , everything updated etc but still can’t figure out what I what need these for . I need apple to really make me want this because as is right now there literally is no need for it. I hope the next generation I hear something and I have to have it.",0.036,0.858,0.105,0.648
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Just email apple and give them your suggestions.,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"The pass through is bad imho. It’s laggy and bland. The keyboard is *necessary* for me if i use it for work (which is its main purpose for me). The screen clarity is the best i’ve seen, but still not enough. I’m so looking forward to the v2. As a first gen product it’s A+ but needs a few fast follow generations before they slow down dev on it.",0.031,0.908,0.061,0.296
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"Yeah, common sense",0.0,0.476,0.524,0.296
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"I feel like local shared experiences shouldn't be too hard.  Both devices are clearly doing some sort of SLAM like how robots do to navigate, it shouldn't be too hard to share a 3D point cloud between the two devices and sync that periodically, especially if you tag your point not just with where they are but when, then you only have to sync new data over the local wifi.

Also memory of spaces could also be done with wifi, using the network you are connected to as an identifier of ""oh, I'm connected here, use this space"" or even GPS if the headset has it to say ""I'm at these coords, I probably need to be thinking about this point cloud"".",0.018,0.897,0.085,0.5403
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I don't trust you anymore,0.403,0.597,0.0,-0.4023
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,A beacon to have locus memory is kind of redundant if the device already has your gps location,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"When you were talking about 2 people seeing the same thing in the same room like an object but it not working because the each person has a different perspective or angle, why can’t the device shared that information between them if they are linked up like coordinates or can share sensor data. Idk I’m not an expert on talking about these things. But surely both headsets could share data like that?",0.019,0.741,0.241,0.9595
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Hey you do see that influences have a lot to do with items changing and what the manufacturers do so can you please let them know that they can bring 3D movies to the headsets That's Apple and meta and it would be very much appreciated to everyone because the only time you get to see a 3D is in the theater and that's it there's no other way to really view a 3D movie they're missing a great opportunity to resale movies in 3D for the headsets someone needs to come up with a screaming app for the headsets that do 3D movies so you don't have to keep the content on your headset like they do with voodoo and all the other screaming movie apps they're really missing a great opportunity wish I could do it because that's a short way to make some sure money no special glasses because each lens is the glass they're separate Hope you hear on this on one of your upcoming podcast or videos would love to see the old 3D movies over again now you can only see them in 2D....,0.065,0.779,0.157,0.97
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I agree with all your recommendations. This is a first generation product and as usual it has room to improve.,0.0,0.769,0.231,0.6597
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"How is Vision Pro a tool in your workflow?  Or, is it starting to collect dust already.",0.0,0.889,0.111,0.25
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,3D additive manufacturing of dolls?,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"100% agree with your feedback!  As a software developer I believe that a couple of your wishes  are easy to realise. The memory for different locations should be easy to realise with the help of your iPhone and Apple ID. Geo fencing is one part of the equation to recognise the different locations and iCloud storage is the other. Remembering where you placed your apps and their state when and where you left them requires very little memory.
As for integration of iPhone notifications into the Vision Pro; that's what Apple calls ""developer opportunity"". If Apple does not implement it in the next visionOS update some developer will make lots of money with their App filling the gap until Apple does. I have to admit that I am not aware of a communication kit between visionOS and iOS, though.
And the keyboard thing should be easy for bluetooth Apple keyboards. Each of these keyboards has a model identifier. Link that with a 3D model of the keyboard and visionOS would be able to cut out the shape of the keyboard on the fly from the  rendered environment.",0.01,0.878,0.111,0.9538
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I really hope youre not just dropping these great ideas for free.,0.0,0.459,0.541,0.8908
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,having a full blown existential crisis after a deep thought about the vision pro and our human eye's colour dynamic range,0.154,0.674,0.172,-0.128
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"To me, it seems like an unfinished product, but they set a deadline for themselves and still made something awesome. Software updates could make it a much better product. Hardware improvements and third-party accessories would make it wonderful.",0.0,0.632,0.368,0.965
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Is it that Apple does not allow shared virtual experiences? Or that there’s a technical imitation of the API that prevents it? Or is it just that no one built a map that does it yet?,0.162,0.805,0.033,-0.63
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Can someone next to you open an app accidentally? Do the goggles know your hands specifically or anyone's hands ? Thanks .,0.094,0.779,0.127,0.2168
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"google lens on apple vision pro would be great, at least for translation texts in real time. would be also nice that google add some AI utility to that app, some image recognition in real time aswell like what ChatGPT is doing. Or directly add ChatGPT to Apple vision pro...",0.0,0.771,0.229,0.9081
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I love all the videos with marques and his twin smarques,0.0,0.704,0.296,0.6369
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,they should make a Apple Vision Pro tiny version,0.0,0.8,0.2,0.25
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,I’ll buy it when they fit it into a contact lense,0.0,0.8,0.2,0.3612
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,0:50 would have been funny to use 3 fingers. 🤓,0.156,0.638,0.206,0.1779
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Why do we have to wait five years to get the vision pro for probs lik 5k if we can just buy the meta quest RIGHT NOW for only 500$,0.0,0.935,0.065,0.25
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Honestly the whole shared experiences thing shouldnt change. People need to interact with people REAL time with REAL PEOPLE,0.0,0.759,0.241,0.6597
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"It looks cool but my biggest question is
WHY??????",0.0,0.754,0.246,0.3839
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,Multiple displays for Mac would be the No. 1 feature for me.,0.0,1.0,0.0,0.0
Marques Brownlee,hOi8s2wkX4A,Apple Vision Pro is Missing Something...,2024-02-13T01:13:02Z,"Doesn’t sync with your iPhone iPad, MacBook, etc.? sounds like market to me",0.0,0.828,0.172,0.3612
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,It's been a long time it's like everybody forgot it,0.0,0.783,0.217,0.3612
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Why doesn't Airplane Mode do that?,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Apple thought about this? I wonder what Meta has to say about this. But maybe this video is 3years old😂😂,0.114,0.633,0.253,0.8271
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,imagine flying to somewhere and then back and while flying back suddenly you see your movie passing you at godspeed outside the window,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Try it during FSD in Cybertruck,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,I hate the Vision Pro,0.425,0.345,0.23,-0.4019
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"i haven't tried any type of glasses yet. I will absolutely never buy an apple product, but i also learned my pixel 8 pro doesn't support AR glasses as well. so i'm waiting. maybe in a few years they will be at a point where it's worth trying. right now, still likely too much of a gimmick and expensive.",0.045,0.877,0.078,0.2762
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Geeks 🤷‍♂️,0.259,0.741,0.0,-0.1027
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Just make sure you aren’t wearing it while driving through a school zone,0.0,0.839,0.161,0.3182
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"So, oculus did this with the quest 2.",0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,imagine getting hit by a control center at mach 1,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,smellogram in the year....hahaha lol,0.0,0.588,0.412,0.4215
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Fantastic 2,0.0,0.217,0.783,0.5574
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"Nah travel detection should be automatic and immediate. Without that, it is not apple, just android with customization.",0.076,0.924,0.0,-0.1027
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"why won't apple just automatically enable it when the camera recognizes vehicle interior, too much extra steps, what's the npu chip doing?",0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,⚡ Apple Vision Pro + Fruit Ninja = next-level fun. Check out my gameplay and see how it’s done! 🍎,0.0,0.781,0.219,0.68
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,The Meta Quest 3 also has this,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Imagine having a similar situation like 1000 chrome tabs 😂,0.099,0.573,0.328,0.6597
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Just don’t drive with this on in a school zone MKBHP😊,0.0,0.7,0.3,0.7184
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"The Vision Pro will never not be funny to me, the people who bought it are the ones we need to dethrone lmao not enough cognitive function if they thought that was smart",0.0,0.732,0.268,0.8638
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Guys flexing on a product 95% of his user base can’t afford,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,I had this tracking experience using Quest 3 on airplane and it felt so wired like I was watching movies on a sinking ship,0.0,0.892,0.108,0.4173
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Pointing problem that was not there on first place,0.252,0.748,0.0,-0.4019
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Yeah no matter how everyone sells that shit it’s not gonna fly,0.294,0.567,0.139,-0.3557
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Thats a funny way to lose access to your apps on the go and now the phone is stuck with you 😂,0.192,0.612,0.195,0.2732
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Meta quest has this and it's not a hidden feature,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"This would be cool in some cases.
if you use an spcific app at office then you can leave it there and go home and next time you are at your office ready to work you got your app without you finding it",0.026,0.87,0.104,0.5574
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"Apple Vision Pro is looking like a pretty lonely productApple showed off the Apple Vision Pro in June 2023, hoping developers would build awesome apps for it.
That hasn't really happened.
Apple now has a Catch-22: People want killer apps, but devs won't build them for unpopular devices.",0.079,0.698,0.223,0.6187
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,I used to do that with my brain,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Travel mode sounds a little bit familiar to the meta vr headsets,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,No shit they copied quest 1 from 5 years ago (but the travel mode was automatic there),0.0,0.891,0.109,0.2411
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Just waiting for the day somone drives with them on,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Quest 2 did it first,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Bro can u give away apple vision to me😅,0.0,0.71,0.29,0.5423
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,the simple solution to this would be to release an update with a toggle feature that doesn't keep memory and constantly updates where the items are to be infront of you.,0.0,0.929,0.071,0.3182
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Until now i am just looking for window on monitor now i need to look for them in different rooms..,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,So why not just have travel mode on all the time?,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,What happened to bros audio,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,gay,0.0,1.0,0.0,0.0
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,The Meta quest three has had this for like months,0.0,0.783,0.217,0.3612
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,So Apple cannot detect that I’m traveling in a car ? It’s not bad as  asking Siri to Run NPR and getting directions for NPR headquarters,0.0,0.898,0.102,0.431
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,"another protip, turn on travel mode before you start traveling. If you pull your Vision Pro out after the plane has started flying, it's kind of hard to turn travel mode on; the window keeps flying away.",0.044,0.905,0.052,0.079
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,Thank god. Ive been trying to use these while biking and it sucks.,0.146,0.585,0.269,0.2732
Marques Brownlee,CjWfgSrwrz0,Apple Vision Pro Hidden Feature ✈️ #protip,2024-02-09T22:20:23Z,The best feature is seeing how much money you have left to waste,0.156,0.611,0.233,0.34
